Image;Height;Width;Length;Label
data/0/656_1_CÓ.jpg;64;52;2;CÓ
data/0/218_4_BÌNH.jpg;64;56;4;BÌNH
data/1/1974_16_VONG.jpg;64;100;4;VONG
data/1/1193_7_NGƯỜI.jpg;64;109;5;NGƯỜI
data/1/1136_5_SẢN.jpg;64;86;3;SẢN
data/1/1658_1_NGA.jpg;64;81;3;NGA
data/0/988_2_CHÍNH.jpg;64;143;5;CHÍNH
data/0/630_9_CÁC.jpg;64;70;3;CÁC
data/0/285_9_NĂM.jpg;64;80;3;NĂM
data/1/1588_10_LĨNH.jpg;64;54;4;LĨNH
data/1/1216_4_CỤ.jpg;64;47;2;CỤ
data/1/1934_11_PHỔI.jpg;64;46;4;PHỔI
data/0/756_7_LÍNH.jpg;64;94;4;LÍNH
data/1/1787_4_KIÊM.jpg;64;74;4;KIÊM
data/0/47_1_CÁCH.jpg;64;65;4;CÁCH
data/0/778_5_VỀ.jpg;64;53;2;VỀ
data/0/680_4_CÔNG.jpg;64;84;4;CÔNG
data/0/503_8_ĐẢNG.jpg;64;75;4;ĐẢNG
data/0/338_18_RA.jpg;64;50;2;RA
data/0/467_4_HỨA.jpg;64;63;3;HỨA
data/0/809_1_ĐÀO.jpg;64;90;3;ĐÀO
data/1/1380_10_BI.jpg;64;18;2;BI
data/1/1634_8_NGƯỜI.jpg;64;68;5;NGƯỜI
data/1/1393_5_PHÁT.jpg;64;103;4;PHÁT
data/1/1338_11_PHIẾU.jpg;64;84;5;PHIẾU
data/0/0_1_TRÁI.jpg;64;49;4;TRÁI
data/0/44_23_CHỮ.jpg;64;46;3;CHỮ
data/0/815_9_HUYỆN.jpg;64;103;5;HUYỆN
data/1/1293_3_HÌNH.jpg;64;75;4;HÌNH
data/0/798_3_TƯỚNG.jpg;64;68;5;TƯỚNG
data/0/220_1_NGƯỜI.jpg;64;93;5;NGƯỜI
data/1/1868_1_HIẾN.jpg;64;70;4;HIẾN
data/1/1505_10_MATH.jpg;64;54;4;MATH
data/0/225_14_THỔ.jpg;64;96;3;THỔ
data/0/427_30_TRẮNG.jpg;64;89;5;TRẮNG
data/0/738_7_XEM.jpg;64;108;3;XEM
data/0/583_3_CHÍNH.jpg;64;140;5;CHÍNH
data/1/1011_8_MÁY.jpg;64;115;3;MÁY
data/1/1104_19_TẠI.jpg;64;29;3;TẠI
data/1/1413_1_ĐẦU.jpg;64;96;3;ĐẦU
data/1/1755_5_CẢNH.jpg;64;95;4;CẢNH
data/0/597_6_KHÔNG.jpg;64;82;5;KHÔNG
data/1/1769_26_CHỨC.jpg;64;43;4;CHỨC
data/1/1613_5_ĐẾN.jpg;64;48;3;ĐẾN
"data/1/1386_11_HƠN."""".jpg";64;88;6;"HƠN."""""
data/1/1804_1_CÔRINTÔ.jpg;64;212;7;CÔRINTÔ
data/0/803_21_VXL.jpg;64;41;3;VXL
data/0/431_5_KHÔNG.jpg;64;76;5;KHÔNG
data/0/584_4_RẰNG.jpg;64;55;4;RẰNG
data/1/1127_0_BẢO.jpg;64;73;3;BẢO
data/0/473_27_THĂM.jpg;64;61;4;THĂM
data/1/1296_9_ANH.jpg;64;55;3;ANH
data/1/1728_3_NGẬM.jpg;64;81;4;NGẬM
data/1/1613_15_CÁC.jpg;64;45;3;CÁC
data/0/631_13_THẢI.jpg;64;56;4;THẢI
data/1/1263_5_LÊN.jpg;64;57;3;LÊN
data/1/1044_3_TƯỚNG.jpg;64;96;5;TƯỚNG
data/0/953_15_XÃ.jpg;64;60;2;XÃ
data/1/1423_33_KỶ.jpg;64;29;2;KỶ
data/1/1999_6_TẢN.jpg;64;54;3;TẢN
data/0/371_6_ĐƯỢC.jpg;64;70;4;ĐƯỢC
data/0/456_6_LÀ.jpg;64;38;2;LÀ
data/1/1330_15_KIỂU.jpg;64;57;4;KIỂU
data/1/1918_9_RA.jpg;64;37;2;RA
data/0/573_8_XÔ.jpg;64;56;2;XÔ
data/1/1018_9_ĐẦU.jpg;64;52;3;ĐẦU
data/1/1153_21_LỚP.jpg;64;32;3;LỚP
"data/0/886_0_""BỒI.jpg";64;57;4;"""BỒI"
data/1/1651_8_XÁC.jpg;64;88;3;XÁC
data/1/1371_10_SIÊU.jpg;64;67;4;SIÊU
data/1/1423_21_HIỆN.jpg;64;46;4;HIỆN
data/1/1997_4_SUNG.jpg;64;83;4;SUNG
data/1/1680_13_CŨNG.jpg;64;89;4;CŨNG
data/1/1565_1_TRIỀU.jpg;64;108;5;TRIỀU
data/1/1982_13_CHÚA.jpg;64;61;4;CHÚA
data/0/998_7_CHỨC.jpg;64;63;4;CHỨC
data/1/1229_15_CHÚ.jpg;64;45;3;CHÚ
data/1/1700_5_THÁNG.jpg;64;103;5;THÁNG
data/1/1636_14_VÀ.jpg;64;67;2;VÀ
data/1/1958_22_CON.jpg;64;34;3;CON
data/1/1263_16_ÔNG.jpg;64;61;3;ÔNG
data/0/715_6_THỔ.jpg;64;66;3;THỔ
data/0/237_8_VỚI.jpg;64;46;3;VỚI
data/1/1978_18_HÌNH.jpg;64;56;4;HÌNH
data/0/606_11_VÀO.jpg;64;51;3;VÀO
data/1/1148_13_SELMECBÁNYA.jpg;64;205;11;SELMECBÁNYA
data/1/1835_3_CHÍNH.jpg;64;78;5;CHÍNH
data/1/1342_7_DỘI.jpg;64;65;3;DỘI
data/1/1813_0_BÀ.jpg;64;59;2;BÀ
data/0/544_11_LỤC.jpg;64;65;3;LỤC
data/1/1903_12_BÊN.jpg;64;47;3;BÊN
data/0/910_3_ĐẠT.jpg;64;79;3;ĐẠT
data/0/106_3_ẤN.jpg;64;32;2;ẤN
data/1/1198_6_HƯỞNG.jpg;64;89;5;HƯỞNG
data/0/28_1_TRƯỞNG.jpg;64;169;6;TRƯỞNG
data/0/842_12_ĐÊM.jpg;64;77;3;ĐÊM
data/0/387_5_LƯU.jpg;64;68;3;LƯU
data/1/1552_20_LẶN.jpg;64;43;3;LẶN
data/0/471_1_VIỆN.jpg;64;79;4;VIỆN
data/1/1431_11_KHÍ.jpg;64;69;3;KHÍ
data/0/555_4_THƯỞNG.jpg;64;164;6;THƯỞNG
"data/1/1344_0_""BÀI.jpg";64;48;4;"""BÀI"
data/1/1479_8_12.jpg;64;27;2;12
data/0/378_9_RIÊNG.jpg;64;76;5;RIÊNG
data/0/169_7_BẤT.jpg;64;96;3;BẤT
data/1/1524_1_THÂN.jpg;64;87;4;THÂN
data/0/208_8_ABDULLAH.jpg;64;103;8;ABDULLAH
data/0/506_1_LOÀI.jpg;64;95;4;LOÀI
data/0/942_7_THƯỢNG.jpg;64;94;6;THƯỢNG
data/0/902_7_NHẬT.jpg;64;87;4;NHẬT
data/0/531_2_CỦA.jpg;64;36;3;CỦA
data/1/1593_11_FEDERER.jpg;64;142;7;FEDERER
data/1/1308_1_GỒM.jpg;64;60;3;GỒM
data/0/309_16_ĐẤT.jpg;64;47;3;ĐẤT
data/0/363_15_TRÊN.jpg;64;59;4;TRÊN
data/0/28_4_PHÁP.jpg;64;124;4;PHÁP
data/0/554_2_VỀ.jpg;64;49;2;VỀ
data/1/1382_0_BAN.jpg;64;53;3;BAN
data/0/659_9_DÒNG.jpg;64;109;4;DÒNG
data/1/1336_5_MẮT.jpg;64;56;3;MẮT
data/0/570_2_TỪ.jpg;64;32;2;TỪ
data/1/1707_6_TẬN.jpg;64;67;3;TẬN
data/0/471_5_YÊN.jpg;64;72;3;YÊN
data/1/1540_6_CHÍNH.jpg;64;100;5;CHÍNH
data/0/155_10_DỊCH.jpg;64;53;4;DỊCH
data/1/1713_2_ĐẠI.jpg;64;71;3;ĐẠI
data/0/860_7_CÙNG.jpg;64;78;4;CÙNG
data/1/1434_16_MỘT.jpg;64;56;3;MỘT
data/0/880_13_VÉLEZ.jpg;64;126;5;VÉLEZ
data/1/1372_1_TWO.jpg;64;90;3;TWO
data/1/1735_13_BAY.jpg;64;55;3;BAY
data/1/1117_3_GARGANO.jpg;64;169;7;GARGANO
data/0/296_3_NAM.jpg;64;94;3;NAM
data/0/282_2_THỰC.jpg;64;84;4;THỰC
data/0/136_2_CÁC.jpg;64;69;3;CÁC
data/1/1105_22_XANH.jpg;64;56;4;XANH
data/0/59_0_BỘT.jpg;64;50;3;BỘT
data/0/329_11_SẼ.jpg;64;52;2;SẼ
data/1/1945_19_ĐỊCH.jpg;64;44;4;ĐỊCH
data/0/918_4_LỜI.jpg;64;64;3;LỜI
data/1/1524_8_HỒ.jpg;64;57;2;HỒ
data/0/57_9_CHIẾN.jpg;64;124;5;CHIẾN
data/1/1462_8_SỰ.jpg;64;69;2;SỰ
data/1/1058_5_TRỊ.jpg;64;36;3;TRỊ
data/0/566_9_CƯỜNG.jpg;64;90;5;CƯỜNG
data/1/1502_2_BAN.jpg;64;88;3;BAN
data/0/286_1_LIFE.jpg;64;55;4;LIFE
data/1/1097_11_MỸ.jpg;64;47;2;MỸ
data/0/630_1_ĐỘI.jpg;64;62;3;ĐỘI
data/0/153_3_NHIỀU.jpg;64;95;5;NHIỀU
data/1/1915_11_THÍCH.jpg;64;68;5;THÍCH
data/1/1740_10_GIAN.jpg;64;109;4;GIAN
data/1/1350_10_LỚP.jpg;64;42;3;LỚP
data/1/1963_9_CỦA.jpg;64;61;3;CỦA
data/1/1613_6_THỜI.jpg;64;54;4;THỜI
data/0/580_6_MỸ.jpg;64;45;2;MỸ
data/0/470_0_5.jpg;64;25;1;5
data/0/639_13_KHU.jpg;64;43;3;KHU
data/0/676_12_TẠI.jpg;64;47;3;TẠI
data/0/59_6_CHUYỂN.jpg;64;91;6;CHUYỂN
data/0/902_5_TRUYỀN.jpg;64;132;6;TRUYỀN
data/1/1314_2_DÂN.jpg;64;90;3;DÂN
data/0/795_0_BẤY.jpg;64;52;3;BẤY
data/0/328_21_CÁC.jpg;64;36;3;CÁC
data/1/1580_19_TÂY.jpg;64;43;3;TÂY
data/1/1360_7_BẮC.jpg;64;64;3;BẮC
data/1/1160_11_VỊ.jpg;64;38;2;VỊ
data/0/228_15_NIỆM.jpg;64;52;4;NIỆM
data/1/1544_8_TRỰC.jpg;64;115;4;TRỰC
data/1/1943_14_SỰ.jpg;64;46;2;SỰ
data/1/1054_4_TÁC.jpg;64;59;3;TÁC
data/1/1919_5_SẮC.jpg;64;40;3;SẮC
data/0/284_7_TRUNG.jpg;64;95;5;TRUNG
data/0/209_4_VẬN.jpg;64;94;3;VẬN
data/0/562_6_LÀM.jpg;64;58;3;LÀM
data/0/616_9_MASTERS.jpg;64;125;7;MASTERS
data/1/1620_5_ĐẠO.jpg;64;102;3;ĐẠO
data/1/1355_15_DI.jpg;64;51;2;DI
data/0/916_5_THÀNH.jpg;64;90;5;THÀNH
data/0/856_11_HÀNG.jpg;64;82;4;HÀNG
data/0/443_0_ALLENRING.jpg;64;150;9;ALLENRING
data/1/1810_10_QUAY.jpg;64;70;4;QUAY
data/1/1611_0_BỘ.jpg;64;54;2;BỘ
data/1/1665_4_HAI.jpg;64;52;3;HAI
data/1/1148_10_THÁC.jpg;64;71;4;THÁC
data/1/1263_6_PHẦN.jpg;64;79;4;PHẦN
data/1/1106_10_CẤP.jpg;64;53;3;CẤP
data/0/135_0_BÀO.jpg;64;86;3;BÀO
data/0/380_3_MỘT.jpg;64;55;3;MỘT
data/0/338_1_HIỂM.jpg;64;108;4;HIỂM
data/1/1296_10_ĐỒNG.jpg;64;63;4;ĐỒNG
data/1/1061_5_MỸ.jpg;64;54;2;MỸ
data/1/1059_7_TUẤN.jpg;64;80;4;TUẤN
data/0/123_15_CHIẾN.jpg;64;57;5;CHIẾN
data/0/521_12_VỀ.jpg;64;32;2;VỀ
data/1/1767_19_DIỆN.jpg;64;103;4;DIỆN
data/0/869_2_CÔNG.jpg;64;95;4;CÔNG
data/1/1098_1_TRIỀU.jpg;64;63;5;TRIỀU
data/1/1143_11_XÃ.jpg;64;40;2;XÃ
data/1/1437_0_BIỂU.jpg;64;51;4;BIỂU
data/1/1929_6_CỬ.jpg;64;40;2;CỬ
data/1/1430_5_CỦA.jpg;64;67;3;CỦA
data/0/734_9_VÀ.jpg;64;26;2;VÀ
data/0/893_2_HIẾU.jpg;64;53;4;HIẾU
data/1/1900_5_CÁC.jpg;64;56;3;CÁC
data/0/887_12_LOGO.jpg;64;75;4;LOGO
data/0/378_5_MỘT.jpg;64;59;3;MỘT
data/1/1035_6_BÌNH.jpg;64;55;4;BÌNH
data/1/1527_1_ADOBE.jpg;64;76;5;ADOBE
data/1/1510_4_MỘT.jpg;64;45;3;MỘT
data/1/1184_5_VỤ.jpg;64;30;2;VỤ
data/1/1739_18_MẸ.jpg;64;46;2;MẸ
data/0/648_2_LĂNG.jpg;64;86;4;LĂNG
data/0/225_9_GIỮA.jpg;64;117;4;GIỮA
data/0/160_9_ĐÃ.jpg;64;43;2;ĐÃ
data/0/414_11_DÙNG.jpg;64;52;4;DÙNG
data/1/1920_3_RỘNG.jpg;64;67;4;RỘNG
data/1/1409_4_SÂU.jpg;64;61;3;SÂU
data/1/1224_3_NHẤT.jpg;64;75;4;NHẤT
data/1/1498_11_NHỮNG.jpg;64;90;5;NHỮNG
data/1/1166_7_HIROSHIGE.jpg;64;156;9;HIROSHIGE
data/0/356_15_NHỮNG.jpg;64;100;5;NHỮNG
data/1/1590_2_TÍCH.jpg;64;53;4;TÍCH
data/1/1223_5_LỊCH.jpg;64;59;4;LỊCH
data/1/1065_0_BÈN.jpg;64;76;3;BÈN
data/0/775_4_XUỐNG.jpg;64;92;5;XUỐNG
data/1/1835_0_BẢN.jpg;64;54;3;BẢN
data/0/111_2_THƯỜNG.jpg;64;111;6;THƯỜNG
data/0/639_5_HỘI.jpg;64;35;3;HỘI
data/0/775_15_LẠP.jpg;64;61;3;LẠP
data/1/1193_5_HAI.jpg;64;67;3;HAI
data/1/1767_0_ẢNH.jpg;64;87;3;ẢNH
data/1/1499_1_THỊ.jpg;64;68;3;THỊ
data/0/234_0_ANH.jpg;64;69;3;ANH
data/0/351_0_BÀ.jpg;64;46;2;BÀ
data/0/576_2_ESTONIA.jpg;64;114;7;ESTONIA
data/1/1294_13_LEVANT.jpg;64;97;6;LEVANT
data/1/1329_1_THỦY.jpg;64;118;4;THỦY
data/0/636_1_THẤP.jpg;64;108;4;THẤP
data/1/1611_1_ĐỘI.jpg;64;75;3;ĐỘI
data/0/199_3_CHẨN.jpg;64;121;4;CHẨN
data/0/680_3_TIẾN.jpg;64;73;4;TIẾN
data/1/1382_15_BÍ.jpg;64;34;2;BÍ
data/1/1921_3_CHỐNG.jpg;64;103;5;CHỐNG
data/0/693_2_THỊT.jpg;64;42;4;THỊT
data/0/374_18_RIÊNG.jpg;64;89;5;RIÊNG
data/1/1673_4_CÔNG.jpg;64;90;4;CÔNG
data/0/103_4_LÀ.jpg;64;37;2;LÀ
data/0/314_3_VÀO.jpg;64;64;3;VÀO
data/1/1354_22_TRONG.jpg;64;56;5;TRONG
data/0/627_16_SÓNG.jpg;64;96;4;SÓNG
data/0/44_14_CHO.jpg;64;40;3;CHO
data/0/920_6_TRANG.jpg;64;112;5;TRANG
data/0/950_1_NÀ.jpg;64;54;2;NÀ
data/0/868_6_BỜ.jpg;64;37;2;BỜ
data/1/1113_4_ĐẶC.jpg;64;48;3;ĐẶC
data/0/862_8_NHIÊN.jpg;64;113;5;NHIÊN
data/1/1047_3_CHẠY.jpg;64;115;4;CHẠY
data/0/565_5_TIẾP.jpg;64;56;4;TIẾP
data/1/1486_13_BỘ.jpg;64;45;2;BỘ
data/0/840_2_1.jpg;64;18;1;1
data/1/1546_1_KÝ.jpg;64;39;2;KÝ
data/1/1185_11_GỌI.jpg;64;48;3;GỌI
data/1/1535_2_THAM.jpg;64;96;4;THAM
data/0/551_18_BỒ.jpg;64;44;2;BỒ
data/1/1473_14_QUAN.jpg;64;63;4;QUAN
data/1/1495_1_MẸ.jpg;64;61;2;MẸ
data/0/575_7_SÔNG.jpg;64;99;4;SÔNG
data/0/367_0_BỎ.jpg;64;65;2;BỎ
data/0/962_1_NỘI.jpg;64;79;3;NỘI
data/1/1321_4_TRONG.jpg;64;121;5;TRONG
data/0/263_4_PHIM.jpg;64;88;4;PHIM
data/1/1679_26_BẢN.jpg;64;52;3;BẢN
data/1/1588_5_CÓ.jpg;64;29;2;CÓ
"data/1/1525_3_QUỐC"""".jpg";64;100;6;"QUỐC"""""
data/0/817_1_NGUYÊN.jpg;64;163;6;NGUYÊN
data/1/1147_7_DÂN.jpg;64;61;3;DÂN
data/1/1636_33_ĐỊA.jpg;64;98;3;ĐỊA
data/1/1071_14_ĐỂ.jpg;64;31;2;ĐỂ
data/1/1469_15_TỶ.jpg;64;36;2;TỶ
data/1/1138_11_CHÂU.jpg;64;66;4;CHÂU
data/1/1803_4_CẬP.jpg;64;71;3;CẬP
data/1/1578_4_SƯ.jpg;64;42;2;SƯ
data/1/1380_7_MỘT.jpg;64;45;3;MỘT
data/1/1977_10_NÀY.jpg;64;38;3;NÀY
data/0/617_1_PHẢI.jpg;64;89;4;PHẢI
data/0/459_9_KỲ.jpg;64;52;2;KỲ
data/1/1357_5_CỜ.jpg;64;59;2;CỜ
data/0/435_6_5.jpg;64;16;1;5
data/0/328_7_CÁC.jpg;64;35;3;CÁC
data/0/83_2_FOX.jpg;64;60;3;FOX
data/1/1434_10_LANG.jpg;64;60;4;LANG
data/0/953_7_CỦA.jpg;64;77;3;CỦA
data/1/1551_8_TRƯỞNG.jpg;64;147;6;TRƯỞNG
data/0/100_3_NÀY.jpg;64;60;3;NÀY
data/0/15_10_KHOẢNG.jpg;64;126;6;KHOẢNG
data/1/1856_5_TRONG.jpg;64;106;5;TRONG
data/0/94_2_NHIỀU.jpg;64;97;5;NHIỀU
data/1/1572_1_LẠC.jpg;64;82;3;LẠC
data/0/264_0_BINH.jpg;64;83;4;BINH
data/1/1636_22_NGƯỜI.jpg;64;160;5;NGƯỜI
data/1/1548_2_HƯƠNG.jpg;64;130;5;HƯƠNG
data/1/1615_1_SIÊU.jpg;64;60;4;SIÊU
data/1/1732_9_HỆ.jpg;64;47;2;HỆ
data/1/1717_4_QUÂN.jpg;64;119;4;QUÂN
data/0/602_3_HOA.jpg;64;48;3;HOA
data/1/1590_6_13.030.jpg;64;73;6;13.030
data/1/1560_4_PHỐ.jpg;64;77;3;PHỐ
data/1/1945_16_BỘ.jpg;64;31;2;BỘ
data/0/782_13_TRỢ.jpg;64;52;3;TRỢ
data/1/1989_15_XAO.jpg;64;76;3;XAO
data/1/1714_18_HOÀN.jpg;64;99;4;HOÀN
data/1/1197_10_CÔNG.jpg;64;71;4;CÔNG
data/1/1537_18_PHỦ.jpg;64;55;3;PHỦ
data/1/1510_9_LA.jpg;64;24;2;LA
data/0/469_9_CHỈ.jpg;64;48;3;CHỈ
data/0/812_11_CẢ.jpg;64;38;2;CẢ
data/1/1349_5_CẤP.jpg;64;57;3;CẤP
data/1/1523_1_ĐƯỢC.jpg;64;95;4;ĐƯỢC
data/0/900_10_CHUẨN.jpg;64;76;5;CHUẨN
data/1/1193_2_ƯỚC.jpg;64;65;3;ƯỚC
data/1/1173_10_KHI.jpg;64;52;3;KHI
data/0/611_7_TRINH.jpg;64;82;5;TRINH
data/0/116_1_ĐÁ.jpg;64;64;2;ĐÁ
data/0/139_4_CỦA.jpg;64;79;3;CỦA
data/0/134_11_ĐẾ.jpg;64;34;2;ĐẾ
data/0/496_2_KỂ.jpg;64;50;2;KỂ
data/0/14_20_NĂM.jpg;64;102;3;NĂM
data/1/1769_22_PHỐ.jpg;64;37;3;PHỐ
data/0/734_6_OF.jpg;64;25;2;OF
data/0/949_2_VÀ.jpg;64;40;2;VÀ
data/1/1588_1_TRƯỞNG.jpg;64;82;6;TRƯỞNG
data/0/30_12_CÁC.jpg;64;46;3;CÁC
data/0/443_11_GIAO.jpg;64;72;4;GIAO
"data/1/1386_15_LOURDES"".jpg";64;122;8;"LOURDES"""
data/1/1380_13_QUÁ.jpg;64;42;3;QUÁ
data/0/96_4_HỘI.jpg;64;56;3;HỘI
data/1/1163_22_PHƯƠNG.jpg;64;84;6;PHƯƠNG
data/1/1311_5_YẾU.jpg;64;66;3;YẾU
data/0/923_4_MICHAEL.jpg;64;158;7;MICHAEL
data/0/852_14_NHÂN.jpg;64;105;4;NHÂN
data/1/1686_1_HỢP.jpg;64;56;3;HỢP
data/0/65_20_WASHINGTON.jpg;64;147;10;WASHINGTON
data/0/48_6_ỦY.jpg;64;66;2;ỦY
data/0/356_16_NƠI.jpg;64;53;3;NƠI
data/0/942_1_ĐẦU.jpg;64;52;3;ĐẦU
data/1/1354_5_BĂNG.jpg;64;47;4;BĂNG
data/1/1688_1_THÁNG.jpg;64;193;5;THÁNG
data/0/583_4_QUYỀN.jpg;64;143;5;QUYỀN
data/0/32_11_ĐÔN.jpg;64;94;3;ĐÔN
data/0/963_4_6.jpg;64;46;1;6
data/0/405_6_QUỐC.jpg;64;68;4;QUỐC
data/1/1415_6_ĐỊCH.jpg;64;72;4;ĐỊCH
data/0/634_5_TẬP.jpg;64;67;3;TẬP
data/0/733_13_THÀNH.jpg;64;122;5;THÀNH
data/0/834_18_TRONG.jpg;64;129;5;TRONG
data/0/441_6_VÒNG.jpg;64;60;4;VÒNG
data/0/155_15_RANH.jpg;64;57;4;RANH
data/0/427_0_BỘT.jpg;64;58;3;BỘT
data/1/1502_1_NGỤY.jpg;64;119;4;NGỤY
data/1/1187_3_ĐƠN.jpg;64;51;3;ĐƠN
data/1/1757_9_LIÊN.jpg;64;147;4;LIÊN
data/0/708_4_ĐỔI.jpg;64;52;3;ĐỔI
data/1/1158_17_51.100.jpg;64;66;6;51.100
data/0/91_4_BÁO.jpg;64;46;3;BÁO
data/0/464_3_TẠM.jpg;64;66;3;TẠM
data/1/1068_2_DƯƠNG.jpg;64;140;5;DƯƠNG
data/1/1636_29_BIỆN.jpg;64;128;4;BIỆN
data/1/1622_2_THỨ.jpg;64;100;3;THỨ
data/0/562_13_CỦA.jpg;64;55;3;CỦA
data/1/1610_9_KHI.jpg;64;49;3;KHI
data/0/950_20_VỰC.jpg;64;72;3;VỰC
data/1/1827_2_LỆNH.jpg;64;71;4;LỆNH
data/1/1596_2_DÂN.jpg;64;66;3;DÂN
